"","time","well","row","col","value","condition"
"325","4.33333333333333","B1","B","1","1400","E"
"326","4.33333333333333","B2","B","2","1357","E"
"327","4.33333333333333","B3","B","3","1327","E"
"328","4.33333333333333","B4","B","4","1012","F"
"329","4.33333333333333","B5","B","5","980","F"
"330","4.33333333333333","B6","B","6","1042","F"
"331","4.33333333333333","B7","B","7","915","G"
"332","4.33333333333333","B8","B","8","895","G"
"333","4.33333333333333","B9","B","9","865","G"
"334","4.33333333333333","B10","B","10","806","H"
"335","4.33333333333333","B11","B","11","809","H"
"336","4.33333333333333","B12","B","12","911","H"
"337","4.66666666666667","A1","A","1","1660","A"
"338","4.66666666666667","A2","A","2","1470","A"
"339","4.66666666666667","A3","A","3","1592","A"
"340","4.66666666666667","A4","A","4","755","B"
"341","4.66666666666667","A5","A","5","741","B"
"342","4.66666666666667","A6","A","6","765","B"
"343","4.66666666666667","A7","A","7","585","C"
"344","4.66666666666667","A8","A","8","552","C"
"345","4.66666666666667","A9","A","9","558","C"
"346","4.66666666666667","A10","A","10","474","D"
"347","4.66666666666667","A11","A","11","468","D"
"348","4.66666666666667","A12","A","12","476","D"
"349","4.66666666666667","B1","B","1","1556","E"
"350","4.66666666666667","B2","B","2","1506","E"
"351","4.66666666666667","B3","B","3","1480","E"
"352","4.66666666666667","B4","B","4","1109","F"
"353","4.66666666666667","B5","B","5","1076","F"
"354","4.66666666666667","B6","B","6","1120","F"
"355","4.66666666666667","B7","B","7","918","G"
"356","4.66666666666667","B8","B","8","897","G"
"357","4.66666666666667","B9","B","9","904","G"
"358","4.66666666666667","B10","B","10","837","H"
"359","4.66666666666667","B11","B","11","822","H"
"360","4.66666666666667","B12","B","12","949","H"
"361","5","A1","A","1","1832","A"
"362","5","A2","A","2","1636","A"
"363","5","A3","A","3","1686","A"
"364","5","A4","A","4","820","B"
"365","5","A5","A","5","810","B"
"366","5","A6","A","6","832","B"
"367","5","A7","A","7","606","C"
"368","5","A8","A","8","557","C"
"369","5","A9","A","9","556","C"
"370","5","A10","A","10","480","D"
"371","5","A11","A","11","465","D"
"372","5","A12","A","12","492","D"
"373","5","B1","B","1","1693","E"
"374","5","B2","B","2","1645","E"
"375","5","B3","B","3","1617","E"
"376","5","B4","B","4","1195","F"
"377","5","B5","B","5","1182","F"
"378","5","B6","B","6","1230","F"
"379","5","B7","B","7","952","G"
"380","5","B8","B","8","944","G"
"381","5","B9","B","9","903","G"
"382","5","B10","B","10","861","H"
"383","5","B11","B","11","837","H"
"384","5","B12","B","12","994","H"
"385","5.33333333333333","A1","A","1","1995","A"
"386","5.33333333333333","A2","A","2","1791","A"
"387","5.33333333333333","A3","A","3","1869","A"
"388","5.33333333333333","A4","A","4","889","B"
"389","5.33333333333333","A5","A","5","883","B"
"390","5.33333333333333","A6","A","6","894","B"
"391","5.33333333333333","A7","A","7","613","C"
"392","5.33333333333333","A8","A","8","573","C"
"393","5.33333333333333","A9","A","9","580","C"
"394","5.33333333333333","A10","A","10","515","D"
"395","5.33333333333333","A11","A","11","479","D"
